"","Cell","PredictedID"
"98_4","98_4","Epithelial"
"99_4","99_4","Epithelial"
"100_4","100_4","Epithelial"
"101_4","101_4","Epithelial"
"102_4","102_4","Epithelial"
"103_4","103_4","TAMs"
"104_4","104_4","Endothelial"
"105_4","105_4","Epithelial"
"106_4","106_4","Epithelial"
"107_4","107_4","CAFs"
"108_4","108_4","Epithelial"
"109_4","109_4","Epithelial"
"110_4","110_4","Epithelial"
"111_4","111_4","Epithelial"
"112_4","112_4","plasma cells"
"113_4","113_4","Epithelial"
"114_4","114_4","Epithelial"
"115_4","115_4","Epithelial"
"116_4","116_4","Epithelial"
"117_4","117_4","Epithelial"
"118_4","118_4","Epithelial"
"119_4","119_4","Epithelial"
"120_4","120_4","Epithelial"
"121_4","121_4","Epithelial"
"122_4","122_4","Epithelial"
"123_4","123_4","T cells"
"124_4","124_4","Epithelial"
"125_4","125_4","Epithelial"
"126_4","126_4","T cells"
"127_4","127_4","plasma cells"
"128_4","128_4","Mast cells"
"129_4","129_4","Epithelial"
"130_4","130_4","Epithelial"
"131_4","131_4","Epithelial"
"132_4","132_4","plasma cells"
"133_4","133_4","plasma cells"
"134_4","134_4","Epithelial"
"135_4","135_4","plasma cells"
"136_4","136_4","Epithelial"
"137_4","137_4","Epithelial"
"138_4","138_4","plasma cells"
"139_4","139_4","CAFs"
"140_4","140_4","Epithelial"
"141_4","141_4","Epithelial"
"142_4","142_4","Epithelial"
"143_4","143_4","CAFs"
"144_4","144_4","Epithelial"
"145_4","145_4","Epithelial"
"146_4","146_4","plasma cells"
"147_4","147_4","Epithelial"
"148_4","148_4","Epithelial"
"149_4","149_4","Epithelial"
"150_4","150_4","Epithelial"
"151_4","151_4","Epithelial"
"152_4","152_4","plasma cells"
"153_4","153_4","Epithelial"
"154_4","154_4","plasma cells"
"155_4","155_4","CAFs"
"156_4","156_4","plasma cells"
"157_4","157_4","Epithelial"
"158_4","158_4","Epithelial"
"159_4","159_4","Epithelial"
"160_4","160_4","Epithelial"
"161_4","161_4","Epithelial"
"162_4","162_4","Epithelial"
"163_4","163_4","Epithelial"
"164_4","164_4","Epithelial"
"165_4","165_4","plasma cells"
"166_4","166_4","plasma cells"
"167_4","167_4","Epithelial"
"168_4","168_4","Epithelial"
"169_4","169_4","T cells"
"170_4","170_4","plasma cells"
"171_4","171_4","Epithelial"
"172_4","172_4","plasma cells"
"173_4","173_4","TAMs"
"174_4","174_4","Epithelial"
"175_4","175_4","plasma cells"
"177_4","177_4","Epithelial"
"178_4","178_4","plasma cells"
"179_4","179_4","Epithelial"
"180_4","180_4","Endothelial"
"181_4","181_4","plasma cells"
"182_4","182_4","T cells"
"183_4","183_4","TAMs"
"184_4","184_4","Epithelial"
"185_4","185_4","Epithelial"
"186_4","186_4","Epithelial"
"187_4","187_4","plasma cells"
"188_4","188_4","Epithelial"
"189_4","189_4","plasma cells"
"190_4","190_4","Epithelial"
"191_4","191_4","Epithelial"
"192_4","192_4","Epithelial"
"193_4","193_4","Epithelial"
"194_4","194_4","plasma cells"
"195_4","195_4","Epithelial"
"196_4","196_4","Epithelial"
"197_4","197_4","CAFs"
"198_4","198_4","T cells"
"199_4","199_4","Epithelial"
"200_4","200_4","CAFs"
"201_4","201_4","T cells"
"202_4","202_4","CAFs"
"203_4","203_4","plasma cells"
"204_4","204_4","Epithelial"
"205_4","205_4","CAFs"
"206_4","206_4","Epithelial"
"208_4","208_4","Epithelial"
"209_4","209_4","T cells"
"210_4","210_4","plasma cells"
"211_4","211_4","Epithelial"
"212_4","212_4","Epithelial"
"213_4","213_4","plasma cells"
"214_4","214_4","plasma cells"
"215_4","215_4","Epithelial"
"216_4","216_4","plasma cells"
"217_4","217_4","Epithelial"
"218_4","218_4","Epithelial"
"219_4","219_4","plasma cells"
"220_4","220_4","TAMs"
"221_4","221_4","plasma cells"
"222_4","222_4","plasma cells"
"223_4","223_4","plasma cells"
"224_4","224_4","Epithelial"
"225_4","225_4","Epithelial"
"226_4","226_4","Epithelial"
"227_4","227_4","Epithelial"
"228_4","228_4","Epithelial"
"229_4","229_4","plasma cells"
"230_4","230_4","plasma cells"
"231_4","231_4","plasma cells"
"232_4","232_4","Epithelial"
"233_4","233_4","TAMs"
"234_4","234_4","plasma cells"
"235_4","235_4","Epithelial"
"236_4","236_4","plasma cells"
"237_4","237_4","Epithelial"
"238_4","238_4","plasma cells"
"239_4","239_4","plasma cells"
"240_4","240_4","plasma cells"
"241_4","241_4","Epithelial"
"242_4","242_4","plasma cells"
"243_4","243_4","Endothelial"
"244_4","244_4","plasma cells"
"245_4","245_4","plasma cells"
"246_4","246_4","plasma cells"
"247_4","247_4","TAMs"
"248_4","248_4","Epithelial"
"249_4","249_4","plasma cells"
"250_4","250_4","CAFs"
"251_4","251_4","plasma cells"
"252_4","252_4","TAMs"
"253_4","253_4","TAMs"
"254_4","254_4","Epithelial"
"255_4","255_4","Epithelial"
"256_4","256_4","plasma cells"
"257_4","257_4","plasma cells"
"258_4","258_4","plasma cells"
"259_4","259_4","plasma cells"
"260_4","260_4","plasma cells"
"261_4","261_4","plasma cells"
"262_4","262_4","TAMs"
"263_4","263_4","Epithelial"
"264_4","264_4","Epithelial"
"265_4","265_4","plasma cells"
"266_4","266_4","Epithelial"
"267_4","267_4","T cells"
"268_4","268_4","TAMs"
"269_4","269_4","Endothelial"
"270_4","270_4","Epithelial"
"271_4","271_4","Epithelial"
"272_4","272_4","Epithelial"
"273_4","273_4","plasma cells"
"274_4","274_4","Epithelial"
"275_4","275_4","plasma cells"
"276_4","276_4","plasma cells"
"277_4","277_4","Epithelial"
"278_4","278_4","Epithelial"
"279_4","279_4","CAFs"
"280_4","280_4","plasma cells"
"281_4","281_4","plasma cells"
"282_4","282_4","plasma cells"
"283_4","283_4","plasma cells"
"284_4","284_4","Epithelial"
"285_4","285_4","Epithelial"
"286_4","286_4","plasma cells"
"287_4","287_4","CAFs"
"288_4","288_4","plasma cells"
"289_4","289_4","Endothelial"
"290_4","290_4","Epithelial"
"291_4","291_4","plasma cells"
"292_4","292_4","TAMs"
"293_4","293_4","Epithelial"
"294_4","294_4","Epithelial"
"295_4","295_4","CAFs"
"296_4","296_4","CAFs"
"297_4","297_4","plasma cells"
"298_4","298_4","TAMs"
"299_4","299_4","plasma cells"
"300_4","300_4","T cells"
"301_4","301_4","Epithelial"
"302_4","302_4","B cells"
"303_4","303_4","Epithelial"
"304_4","304_4","Epithelial"
"305_4","305_4","plasma cells"
"306_4","306_4","Epithelial"
"307_4","307_4","Epithelial"
"308_4","308_4","Myofib"
"309_4","309_4","Endothelial"
"310_4","310_4","Epithelial"
"311_4","311_4","T cells"
"312_4","312_4","Epithelial"
"313_4","313_4","T cells"
"314_4","314_4","CAFs"
"315_4","315_4","TAMs"
"316_4","316_4","plasma cells"
"317_4","317_4","plasma cells"
"318_4","318_4","CAFs"
"319_4","319_4","Epithelial"
"320_4","320_4","T cells"
"321_4","321_4","plasma cells"
"322_4","322_4","Epithelial"
"323_4","323_4","plasma cells"
"324_4","324_4","TAMs"
"325_4","325_4","Epithelial"
"326_4","326_4","CAFs"
"327_4","327_4","Epithelial"
"328_4","328_4","T cells"
"329_4","329_4","Epithelial"
"330_4","330_4","CAFs"
"331_4","331_4","plasma cells"
"332_4","332_4","CAFs"
"333_4","333_4","CAFs"
"334_4","334_4","Epithelial"
"335_4","335_4","Epithelial"
"336_4","336_4","plasma cells"
"337_4","337_4","plasma cells"
"338_4","338_4","CAFs"
"339_4","339_4","plasma cells"
"340_4","340_4","Epithelial"
"341_4","341_4","T cells"
"342_4","342_4","plasma cells"
"343_4","343_4","Epithelial"
"344_4","344_4","plasma cells"
"345_4","345_4","plasma cells"
"346_4","346_4","plasma cells"
"347_4","347_4","Epithelial"
"348_4","348_4","TAMs"
"349_4","349_4","TAMs"
"350_4","350_4","T cells"
"351_4","351_4","T cells"
"352_4","352_4","Myofib"
"353_4","353_4","Mast cells"
"354_4","354_4","CAFs"
"355_4","355_4","plasma cells"
"356_4","356_4","Endothelial"
"357_4","357_4","Epithelial"
"358_4","358_4","plasma cells"
"359_4","359_4","Epithelial"
"360_4","360_4","plasma cells"
"361_4","361_4","plasma cells"
"362_4","362_4","Epithelial"
"363_4","363_4","plasma cells"
"364_4","364_4","Epithelial"
"365_4","365_4","Epithelial"
"366_4","366_4","Mast cells"
"367_4","367_4","plasma cells"
"368_4","368_4","plasma cells"
"369_4","369_4","Epithelial"
"370_4","370_4","Epithelial"
"371_4","371_4","T cells"
"372_4","372_4","plasma cells"
"373_4","373_4","CAFs"
"374_4","374_4","T cells"
"375_4","375_4","CAFs"
"376_4","376_4","Epithelial"
"377_4","377_4","plasma cells"
"378_4","378_4","TAMs"
"379_4","379_4","CAFs"
"380_4","380_4","Mast cells"
"381_4","381_4","T cells"
"382_4","382_4","plasma cells"
"383_4","383_4","CAFs"
"384_4","384_4","plasma cells"
"385_4","385_4","plasma cells"
"386_4","386_4","Epithelial"
"387_4","387_4","TAMs"
"388_4","388_4","T cells"
"389_4","389_4","TAMs"
"390_4","390_4","Epithelial"
"391_4","391_4","Epithelial"
"392_4","392_4","CAFs"
"393_4","393_4","Epithelial"
"394_4","394_4","plasma cells"
"395_4","395_4","T cells"
"396_4","396_4","Epithelial"
"397_4","397_4","CAFs"
"398_4","398_4","plasma cells"
"399_4","399_4","T cells"
"400_4","400_4","plasma cells"
"401_4","401_4","CAFs"
"402_4","402_4","Epithelial"
"403_4","403_4","Mast cells"
"404_4","404_4","Epithelial"
"405_4","405_4","TAMs"
"406_4","406_4","plasma cells"
"407_4","407_4","T cells"
"408_4","408_4","CAFs"
"409_4","409_4","plasma cells"
"410_4","410_4","Epithelial"
"411_4","411_4","T cells"
"412_4","412_4","plasma cells"
"413_4","413_4","CAFs"
"414_4","414_4","T cells"
"415_4","415_4","CAFs"
"416_4","416_4","T cells"
"417_4","417_4","Mast cells"
"418_4","418_4","plasma cells"
"419_4","419_4","plasma cells"
"420_4","420_4","plasma cells"
"421_4","421_4","plasma cells"
"422_4","422_4","T cells"
"423_4","423_4","TAMs"
"424_4","424_4","plasma cells"
"425_4","425_4","Epithelial"
"426_4","426_4","CAFs"
"427_4","427_4","Epithelial"
"428_4","428_4","TAMs"
"429_4","429_4","T cells"
"430_4","430_4","Epithelial"
"431_4","431_4","Epithelial"
"432_4","432_4","Epithelial"
"433_4","433_4","CAFs"
"434_4","434_4","CAFs"
"435_4","435_4","plasma cells"
"436_4","436_4","Epithelial"
"437_4","437_4","Epithelial"
"438_4","438_4","TAMs"
"439_4","439_4","CAFs"
"440_4","440_4","T cells"
"441_4","441_4","Myofib"
"442_4","442_4","Epithelial"
"443_4","443_4","plasma cells"
"444_4","444_4","plasma cells"
"445_4","445_4","CAFs"
"446_4","446_4","TAMs"
"447_4","447_4","TAMs"
"448_4","448_4","TAMs"
"449_4","449_4","Epithelial"
"450_4","450_4","plasma cells"
"451_4","451_4","Epithelial"
"452_4","452_4","plasma cells"
"453_4","453_4","plasma cells"
"454_4","454_4","T cells"
"455_4","455_4","B cells"
"456_4","456_4","CAFs"
"457_4","457_4","CAFs"
"458_4","458_4","Endothelial"
"459_4","459_4","plasma cells"
"460_4","460_4","T cells"
"461_4","461_4","T cells"
"462_4","462_4","Epithelial"
"463_4","463_4","T cells"
"464_4","464_4","Epithelial"
"465_4","465_4","T cells"
"466_4","466_4","TAMs"
"467_4","467_4","plasma cells"
"468_4","468_4","CAFs"
"469_4","469_4","TAMs"
"470_4","470_4","TAMs"
"471_4","471_4","T cells"
"472_4","472_4","CAFs"
"473_4","473_4","Epithelial"
"474_4","474_4","TAMs"
"475_4","475_4","T cells"
"476_4","476_4","CAFs"
"477_4","477_4","plasma cells"
"478_4","478_4","CAFs"
"479_4","479_4","T cells"
"480_4","480_4","T cells"
"481_4","481_4","TAMs"
"482_4","482_4","plasma cells"
"483_4","483_4","TAMs"
"484_4","484_4","Myofib"
"485_4","485_4","plasma cells"
"486_4","486_4","plasma cells"
"487_4","487_4","Epithelial"
"488_4","488_4","CAFs"
"489_4","489_4","Epithelial"
"490_4","490_4","plasma cells"
"491_4","491_4","plasma cells"
"492_4","492_4","Epithelial"
"493_4","493_4","plasma cells"
"494_4","494_4","T cells"
"495_4","495_4","Epithelial"
"496_4","496_4","plasma cells"
"497_4","497_4","CAFs"
"498_4","498_4","plasma cells"
"499_4","499_4","plasma cells"
"500_4","500_4","pDC"
"501_4","501_4","TAMs"
"502_4","502_4","T cells"
"503_4","503_4","CAFs"
"504_4","504_4","Epithelial"
"505_4","505_4","Myofib"
"506_4","506_4","CAFs"
"507_4","507_4","T cells"
"508_4","508_4","plasma cells"
"509_4","509_4","T cells"
"510_4","510_4","Epithelial"
"511_4","511_4","plasma cells"
"512_4","512_4","Myofib"
"513_4","513_4","Epithelial"
"514_4","514_4","Epithelial"
"515_4","515_4","Epithelial"
"516_4","516_4","TAMs"
"517_4","517_4","T cells"
"518_4","518_4","Epithelial"
"519_4","519_4","plasma cells"
"520_4","520_4","Epithelial"
"521_4","521_4","T cells"
"522_4","522_4","T cells"
"523_4","523_4","CAFs"
"524_4","524_4","plasma cells"
"525_4","525_4","plasma cells"
"526_4","526_4","plasma cells"
"527_4","527_4","plasma cells"
"528_4","528_4","plasma cells"
"529_4","529_4","Epithelial"
"530_4","530_4","plasma cells"
"531_4","531_4","plasma cells"
"532_4","532_4","T cells"
"533_4","533_4","CAFs"
"534_4","534_4","Epithelial"
"535_4","535_4","Epithelial"
"536_4","536_4","plasma cells"
"537_4","537_4","Epithelial"
"538_4","538_4","Epithelial"
"539_4","539_4","TAMs"
"540_4","540_4","CAFs"
"541_4","541_4","plasma cells"
"542_4","542_4","plasma cells"
"543_4","543_4","plasma cells"
"544_4","544_4","Epithelial"
"545_4","545_4","Epithelial"
"546_4","546_4","plasma cells"
"547_4","547_4","mature DC"
"548_4","548_4","T cells"
"549_4","549_4","TAMs"
"550_4","550_4","Epithelial"
"551_4","551_4","TAMs"
"552_4","552_4","plasma cells"
"553_4","553_4","plasma cells"
"554_4","554_4","CAFs"
"555_4","555_4","T cells"
"556_4","556_4","Epithelial"
"557_4","557_4","T cells"
"558_4","558_4","T cells"
"559_4","559_4","Epithelial"
"560_4","560_4","Epithelial"
"561_4","561_4","TAMs"
"562_4","562_4","Epithelial"
"563_4","563_4","CAFs"
"564_4","564_4","plasma cells"
"565_4","565_4","T cells"
"566_4","566_4","plasma cells"
"567_4","567_4","pDC"
"568_4","568_4","CAFs"
"569_4","569_4","Epithelial"
"570_4","570_4","Epithelial"
"571_4","571_4","Myofib"
"572_4","572_4","Epithelial"
"573_4","573_4","Myofib"
"574_4","574_4","Epithelial"
"575_4","575_4","T cells"
"576_4","576_4","T cells"
"577_4","577_4","CAFs"
"578_4","578_4","plasma cells"
"579_4","579_4","plasma cells"
"580_4","580_4","CAFs"
"581_4","581_4","T cells"
"582_4","582_4","Epithelial"
"583_4","583_4","T cells"
"584_4","584_4","CAFs"
"585_4","585_4","plasma cells"
"586_4","586_4","Myofib"
"587_4","587_4","Epithelial"
"588_4","588_4","T cells"
"589_4","589_4","Epithelial"
"590_4","590_4","TAMs"
"591_4","591_4","Epithelial"
"592_4","592_4","CAFs"
"593_4","593_4","plasma cells"
"594_4","594_4","T cells"
"595_4","595_4","Epithelial"
"596_4","596_4","Myofib"
"597_4","597_4","Epithelial"
"598_4","598_4","Epithelial"
"599_4","599_4","Myofib"
"600_4","600_4","Myofib"
"601_4","601_4","Myofib"
"602_4","602_4","Epithelial"
"603_4","603_4","Endothelial"
"604_4","604_4","Endothelial"
"605_4","605_4","Epithelial"
"606_4","606_4","Endothelial"
"607_4","607_4","Epithelial"
"608_4","608_4","Epithelial"
"609_4","609_4","Myofib"
"610_4","610_4","Epithelial"
"611_4","611_4","Endothelial"
"612_4","612_4","Epithelial"
"613_4","613_4","CAFs"
"614_4","614_4","Epithelial"
"615_4","615_4","Myofib"
"616_4","616_4","T cells"
"617_4","617_4","CAFs"
"618_4","618_4","Epithelial"
"619_4","619_4","Epithelial"
"620_4","620_4","T cells"
"621_4","621_4","Epithelial"
"622_4","622_4","Endothelial"
"623_4","623_4","Endothelial"
"624_4","624_4","B cells"
"625_4","625_4","Endothelial"
"626_4","626_4","Epithelial"
"627_4","627_4","T cells"
"628_4","628_4","Myofib"
"629_4","629_4","Epithelial"
"630_4","630_4","B cells"
"631_4","631_4","T cells"
"632_4","632_4","Epithelial"
"633_4","633_4","T cells"
"634_4","634_4","Epithelial"
"635_4","635_4","CAFs"
"636_4","636_4","Epithelial"
"637_4","637_4","Epithelial"
"638_4","638_4","Epithelial"
"639_4","639_4","Epithelial"
"640_4","640_4","T cells"
"641_4","641_4","Epithelial"
"642_4","642_4","Epithelial"
"643_4","643_4","Epithelial"
"644_4","644_4","Epithelial"
"645_4","645_4","Epithelial"
"646_4","646_4","T cells"
"647_4","647_4","Epithelial"
"648_4","648_4","Epithelial"
"649_4","649_4","Epithelial"
"650_4","650_4","Epithelial"
"651_4","651_4","CAFs"
"652_4","652_4","T cells"
"653_4","653_4","Epithelial"
"654_4","654_4","Epithelial"
"655_4","655_4","Epithelial"
"656_4","656_4","Epithelial"
"657_4","657_4","Epithelial"
"658_4","658_4","Epithelial"
"659_4","659_4","Epithelial"
"660_4","660_4","Epithelial"
"661_4","661_4","Epithelial"
"662_4","662_4","Epithelial"
"663_4","663_4","Epithelial"
"664_4","664_4","Epithelial"
"665_4","665_4","Epithelial"
"666_4","666_4","Epithelial"
"667_4","667_4","T cells"
"668_4","668_4","plasma cells"
"669_4","669_4","Epithelial"
"670_4","670_4","Epithelial"
"671_4","671_4","TAMs"
"672_4","672_4","plasma cells"
"673_4","673_4","Epithelial"
"674_4","674_4","Epithelial"
"675_4","675_4","plasma cells"
"676_4","676_4","Epithelial"
"677_4","677_4","Epithelial"
"678_4","678_4","Epithelial"
"679_4","679_4","Epithelial"
"1_5","1_5","T cells"
"2_5","2_5","Epithelial"
"3_5","3_5","CAFs"
"4_5","4_5","CAFs"
"5_5","5_5","T cells"
"6_5","6_5","plasma cells"
"7_5","7_5","plasma cells"
"8_5","8_5","Epithelial"
"9_5","9_5","Epithelial"
"10_5","10_5","Epithelial"
"11_5","11_5","Epithelial"
"12_5","12_5","Epithelial"
"13_5","13_5","Epithelial"
"14_5","14_5","Epithelial"
"15_5","15_5","Epithelial"
"16_5","16_5","T cells"
"17_5","17_5","Epithelial"
"18_5","18_5","NK"
"19_5","19_5","Epithelial"
"20_5","20_5","Epithelial"
"21_5","21_5","T cells"
"22_5","22_5","Epithelial"
"23_5","23_5","T cells"
"24_5","24_5","Epithelial"
"25_5","25_5","Epithelial"
"26_5","26_5","Epithelial"
"27_5","27_5","plasma cells"
"28_5","28_5","Epithelial"
"29_5","29_5","T cells"
"30_5","30_5","Epithelial"
"31_5","31_5","T cells"
"32_5","32_5","Epithelial"
"33_5","33_5","plasma cells"
"34_5","34_5","Epithelial"
"35_5","35_5","CAFs"
"36_5","36_5","CAFs"
"37_5","37_5","plasma cells"
"38_5","38_5","T cells"
"39_5","39_5","Epithelial"
"40_5","40_5","Epithelial"
"41_5","41_5","Epithelial"
"42_5","42_5","Epithelial"
"43_5","43_5","Epithelial"
"44_5","44_5","Epithelial"
"45_5","45_5","Epithelial"
"46_5","46_5","Epithelial"
"47_5","47_5","T cells"
"48_5","48_5","Epithelial"
"49_5","49_5","T cells"
"50_5","50_5","Epithelial"
"51_5","51_5","T cells"
"52_5","52_5","Epithelial"
"53_5","53_5","TAMs"
"54_5","54_5","Epithelial"
"55_5","55_5","T cells"
"56_5","56_5","T cells"
"57_5","57_5","Epithelial"
"58_5","58_5","Epithelial"
"59_5","59_5","Epithelial"
"60_5","60_5","Epithelial"
"61_5","61_5","B cells"
"62_5","62_5","T cells"
"63_5","63_5","TAMs"
"64_5","64_5","Epithelial"
"65_5","65_5","Epithelial"
"66_5","66_5","T cells"
"67_5","67_5","Epithelial"
"68_5","68_5","Epithelial"
"69_5","69_5","Epithelial"
"70_5","70_5","T cells"
"71_5","71_5","T cells"
"73_5","73_5","T cells"
"74_5","74_5","T cells"
"75_5","75_5","T cells"
"76_5","76_5","CAFs"
"77_5","77_5","Epithelial"
"78_5","78_5","Epithelial"
"79_5","79_5","Epithelial"
"80_5","80_5","Myofib"
"81_5","81_5","T cells"
"82_5","82_5","CAFs"
"83_5","83_5","T cells"
"84_5","84_5","Epithelial"
"85_5","85_5","Epithelial"
"86_5","86_5","plasma cells"
"87_5","87_5","plasma cells"
"88_5","88_5","Epithelial"
"89_5","89_5","Epithelial"
"90_5","90_5","CAFs"
"91_5","91_5","Epithelial"
"92_5","92_5","Epithelial"
"93_5","93_5","CAFs"
"94_5","94_5","Epithelial"
"95_5","95_5","Epithelial"
"96_5","96_5","Epithelial"
"97_5","97_5","plasma cells"
"98_5","98_5","Epithelial"
"99_5","99_5","T cells"
"100_5","100_5","Myofib"
"101_5","101_5","Epithelial"
"102_5","102_5","CAFs"
"103_5","103_5","Epithelial"
"104_5","104_5","T cells"
"105_5","105_5","plasma cells"
"106_5","106_5","Epithelial"
"107_5","107_5","T cells"
"108_5","108_5","CAFs"
"109_5","109_5","Epithelial"
"110_5","110_5","Epithelial"
"111_5","111_5","CAFs"
"112_5","112_5","T cells"
"113_5","113_5","Epithelial"
"114_5","114_5","Epithelial"
"115_5","115_5","Epithelial"
"116_5","116_5","Epithelial"
"117_5","117_5","Epithelial"
"118_5","118_5","Epithelial"
"119_5","119_5","Mast cells"
"120_5","120_5","plasma cells"
"121_5","121_5","plasma cells"
"122_5","122_5","plasma cells"
"123_5","123_5","Epithelial"
"124_5","124_5","Epithelial"
"125_5","125_5","Myofib"
"126_5","126_5","CAFs"
"127_5","127_5","Epithelial"
"128_5","128_5","Epithelial"
"129_5","129_5","Epithelial"
"130_5","130_5","CAFs"
"131_5","131_5","Epithelial"
"132_5","132_5","Epithelial"
"133_5","133_5","CAFs"
"134_5","134_5","T cells"
"135_5","135_5","T cells"
"136_5","136_5","Epithelial"
"137_5","137_5","T cells"
"138_5","138_5","Epithelial"
"139_5","139_5","T cells"
"140_5","140_5","plasma cells"
"141_5","141_5","T cells"
"142_5","142_5","CAFs"
"143_5","143_5","plasma cells"
"144_5","144_5","Epithelial"
"145_5","145_5","Epithelial"
"146_5","146_5","CAFs"
"147_5","147_5","CAFs"
"148_5","148_5","Epithelial"
"149_5","149_5","Epithelial"
"150_5","150_5","T cells"
"151_5","151_5","Epithelial"
"152_5","152_5","T cells"
"153_5","153_5","Epithelial"
"154_5","154_5","Epithelial"
"155_5","155_5","CAFs"
"156_5","156_5","CAFs"
"157_5","157_5","CAFs"
"158_5","158_5","Epithelial"
"159_5","159_5","Epithelial"
"160_5","160_5","CAFs"
"161_5","161_5","Endothelial"
"162_5","162_5","Epithelial"
"163_5","163_5","Epithelial"
"164_5","164_5","Epithelial"
